,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Responding to,Upvotes,Downvotes
77,Breitbart News Network,Dr. Simone Gold: Squarespace Shuts Down America’s Frontline Doctors Website,['2020/07/28'],3396 comments,https://www.breitbart.com/tech/2020/07/28/dr-simone-gold-squarespace-shuts-down-americas-frontline-doctors-website/,✦ Björn Free ✦,"My SIL sent me MAGA hats in 2016 from Amazon.com....my Amazon rating had been between 1200 & 3000 for TEN YEARS!.I began bleeding rating points after receipt of Trump gear from Amazon..Today, my Amazon reviewer rating is more than TWO MILLION!",RightLane1111,6,?
78,Breitbart News Network,NFL to Display Social Justice Messages in End Zones,['2020/07/28'],291 comments,https://www.breitbart.com/sports/2020/07/28/nfl-to-display-social-justice-messages-in-end-zones/,✦ Björn Free ✦,~WHAT in the WORLD would the NFL do without racist White quarterbacks???,,17,?
79,Breitbart News Network,GOP Rejects Rubio’s Stimulus Checks for Americans Married to Illegal Aliens,['2020/07/28'],272 comments,https://www.breitbart.com/politics/2020/07/28/gop-rejects-rubios-stimulus-checks-for-americans-married-to-illegal-aliens/,✦ Björn Free ✦,Rubio! You have small anti-Trump hands.,,11,?
80,Breitbart News Network,Barr Tells Florida Democrat He Won’t Commit to Delaying Release of Durham…,['2020/07/28'],301 comments,https://www.breitbart.com/politics/2020/07/28/barr-tells-florida-democrat-he-wont-commit-to-delaying-release-of-durham-russia-report-until-after-election/,✦ Björn Free ✦,Durham Schmuran. ALL Kabuki Smoke. NO ACTION.....Lucy and the smokin' football..All Political Theatre..50-years of this kabuki bull krap!,,16,?
81,Breitbart News Network,Rubio: Passing COVID-19 Relief ‘Not Going to Be Easy’ — ‘But We’ll Get There’,['2020/07/28'],13 comments,https://www.breitbart.com/clips/2020/07/28/rubio-passing-covid-19-relief-not-going-to-be-easy-but-well-get-there/,✦ Björn Free ✦,"Senator Rubio: Respectfully, Go Sit & Spin on Your 'Small' Loser RINO Thumbs!",,9,?
82,Breitbart News Network,"MSNBC’s Katyal: Barr Was Partisan, Evasive, Selective — ‘Really Sad Day for t…",['2020/07/28'],46 comments,https://www.breitbart.com/clips/2020/07/28/msnbcs-katyal-barr-was-partisan-evasive-selective-really-sad-day-for-the-justice-department/,✦ Björn Free ✦,Apparently the LEFT do not own a Full Length Mirror.Marxist Dialectical Materialism as perfected by Alynsky:.~ Accuse your enemy of YOUR tactic against them!,,7,?
83,Breitbart News Network,Jerry Nadler’s Mask Meltdown: ‘Stop Violating the Safety of the Members of th…,['2020/07/28'],1190 comments,https://www.breitbart.com/clips/2020/07/28/jerry-nadlers-mask-meltdown-stop-violating-the-safety-of-the-members-of-the-committee/,✦ Björn Free ✦,Nadler needs a muzzle not a mask. MSM are his true mask.,,11,?
84,The Gateway Pundit,“You’re A Real Class Act” – AG Barr Says What Americans Have Been Thinking for…,['2020/07'],777 comments,https://www.thegatewaypundit.com/2020/07/real-class-act-ag-barr-says-americans-thinking-years-democrat-house-chairman-nadler/,✦ Björn Free ✦,"Blazing Saddles Town Council Scene:....""and WHO can disagree with THAT!??""",OldSailor,7,?
85,Breitbart News Network,Sports Illustrated Features ‘Curviest Model Ever’ in 2020 Swimsuit Issue,['2020/07/27'],5584 comments,https://www.breitbart.com/sports/2020/07/27/sports-illustrated-features-curviest-model-ever-in-2020-swimsuit-issue/,✦ Björn Free ✦,~ Her biceps are the size of my thighs!,Spurius Hostilius Bibulus,7,?
86,Breitbart News Network,Widow of Slain Massachusetts Officer Calls Police Reform Bill a ‘Personal Attack’,['2020/07/27'],41 comments,https://www.breitbart.com/crime/2020/07/27/widow-of-slain-massachusetts-officer-calls-police-reform-bill-a-personal-attack/,✦ Björn Free ✦,LEO's and Law Enforcement are vilified..................BECAUSE the GOP-establishment (Deep-State).................SIT on their FAT THUMBS & SPIN!,,13,?
87,Breitbart News Network,Illegal Aliens Sue Trump to Restart Obama’s DACA Program,['2020/07/27'],158 comments,https://www.breitbart.com/politics/2020/07/27/illegal-aliens-sue-trump-to-restart-obamas-daca-program/,✦ Björn Free ✦,ILLEGALS suing The American President!?.....isn't that precious?,,72,?
88,Breitbart News Network,"Joe Biden: Women ‘Have Never Had a Fair Shot to Get Ahead,’ Especially Minorities",['2020/07/27'],3604 comments,https://www.breitbart.com/2020-election/2020/07/27/joe-biden-women-have-never-had-a-fair-shot-to-get-ahead-especially-minorities/,✦ Björn Free ✦,......says America's #ONE  Woman's Hair SNIFFER!,,17,?
89,Breitbart News Network,Watch–Emergency Room Doctor: ‘We Are Not Overwhelming the Health Care Syst…,['2020/07/27'],810 comments,https://www.breitbart.com/politics/2020/07/27/watch-emergency-room-doctor-we-are-not-overwhelming-the-health-care-system/,✦ Björn Free ✦,"Fauci politically screwed-up America's AIDS response....Dr. Fauci  is being aided and abetted to do the same POLITICAL response with.........the CHINESE virus..President Donald Trump, respectfully....FIRE your DEEP STATE!",,24,?
90,Breitbart News Network,At Least Three Florida Democrat Party Staffers Criticized Police in Recent Months,['2020/07/26'],85 comments,https://www.breitbart.com/politics/2020/07/26/three-florida-democrat-party-staffers-criticized-police-recent-months/,✦ Björn Free ✦,~ Florida Democrats hate Accountability!,,13,?
91,Breitbart News Network,"Louie Gohmert: In a War for America’s Future, ‘You Got to Fight Back’",['2020/07/26'],929 comments,https://www.breitbart.com/radio/2020/07/26/louie-gohmert-war-americas-future-you-got-fight-back/,✦ Björn Free ✦,WHERE'S the FRICKING Executive ORDERS? .....to protect Trump voters! .We cannot even wear a MAGA hat without being killed.dammit,,156,4
92,The Gateway Pundit,VIDEO: Unhinged Lunatic PEPPER SPRAYS Couple for Not Wearing Masks at Califor…,['2020/07'],365 comments,https://www.thegatewaypundit.com/2020/07/video-unhinged-lunatic-pepper-sprays-couple-not-wearing-masks-california-dog-park/,✦ Björn Free ✦,EXECUTIVE ORDER!......sorry but this krap needs to be stopped.,,10,?
93,Breitbart News Network,Obama HUD Sec. Shaun Donovan Defends Obama Housing Rules to Diversify Suburbs,['2020/07/26'],873 comments,https://www.breitbart.com/politics/2020/07/26/obama-hud-sec-shaun-donovan-defends-obama-housing-rules-diversify-suburbs/,✦ Björn Free ✦,"What ""Systemic Racism""?OBAMA Hated America & Blacks!.edit: Shaun Donovan was appointed by Barack HUSSAIN Obama.....also Bill Clinton and Michael Bloomberg. (do the math!)",,15,?
94,The Gateway Pundit,Biden Speaks at Democrat Party Event Honoring Mock Trump Killer Kathy Griffin,['2020/07'],138 comments,https://www.thegatewaypundit.com/2020/07/biden-speaks-democrat-party-event-honoring-mock-trump-killer-kathy-griffin/,✦ Björn Free ✦,DEMOCRAT USA: The party of CLASS!,,6,?
95,Breitbart News Network,Hanna becomes first hurricane of 2020 Atlantic season,[],209 comments,https://www.breitbart.com/news/hanna-becomes-first-hurricane-of-2020-atlantic-season/,✦ Björn Free ✦,WEAR YOUR MASK!!!!,,13,1
96,The Gateway Pundit,Jail Fauci: Yelp Says 60% of Restaurants Are Closed for Good,['2020/07'],254 comments,https://www.thegatewaypundit.com/2020/07/jail-fauci-yelp-says-60-restaurants-closed-good/,✦ Björn Free ✦,Fauci & Birx are medical HOAXs........hold the mayo!,,22,?
97,Breitbart News Network,WATCH – WWII Vet Dying of Cancer Greets People with American Flag Every Day: ‘T…,['2020/07/25'],1879 comments,https://www.breitbart.com/health/2020/07/25/watch-wwii-vet-dying-of-cancer-greets-people-with-american-flag-every-day-this-is-what-i-fought-for/,✦ Björn Free ✦,.........and having to wear the DEMOCRAT FEAR Mask!.GOD love you dear patriot!,,25,?
98,Breitbart News Network,China’s consulate in Houston cleared out ahead of eviction,[],32 comments,https://www.breitbart.com/news/chinas-consulate-in-houston-cleared-out-ahead-of-eviction/,✦ Björn Free ✦,Houston Medical Center is TOPS in the WORLD! Bar none.....ENEMY Communist China targets The Best America has to offer!,,12,?
99,Breitbart News Network,Brooks: ‘This Is Not the Time’ for Fiscal Discipline,['2020/07/25'],117 comments,https://www.breitbart.com/clips/2020/07/25/brooks-this-is-not-the-time-for-fiscal-discipline/,✦ Björn Free ✦,as Democrats lay on the Congress floor KICKING & protesting.,,7,?
100,The Gateway Pundit,"""I Believe Donald Trump Is a Sign of the Times"" - FINAL VIDEO: Black Trump Supp…",['2020/07'],152 comments,https://www.thegatewaypundit.com/2020/07/believe-donald-trump-sign-times-final-video-black-trump-supporter-bernell-trammels-last-interview-shot-dead/,✦ Björn Free ✦,EXECUTIVE ORDER needed  to STOP this CRAP!,tooexcitedtosleep,13,?
101,The Gateway Pundit,‘Don’t Plant Them’ – Mysterious Seed Packets From China Sent to People in Ut…,['2020/07'],324 comments,https://www.thegatewaypundit.com/2020/07/dont-plant-mysterious-seed-packets-china-sent-people-utah-washington-virginia/,✦ Björn Free ✦,ROMNEY: THESE! Could be the Seeds of Trumps Destruction!!!Plant them!,,15,?
102,Breitbart News Network,Kanye West: ‘I Can Beat Biden Off Of Write-Ins’,['2020/07/25'],607 comments,https://www.breitbart.com/entertainment/2020/07/25/kanye-west-i-can-beat-biden-off-of-write-ins/,✦ Björn Free ✦,LOONEY Kanye is 'saner' than Joe Biden.,,14,1
103,Breitbart News Network,Kanye West: ‘I Can Beat Biden Off Of Write-Ins’,['2020/07/25'],607 comments,https://www.breitbart.com/entertainment/2020/07/25/kanye-west-i-can-beat-biden-off-of-write-ins/,✦ Björn Free ✦,MONEY BUYS DEMOCRAT VOTES.........especially against a primary candidate who has dementia.,,10,?
104,Breitbart News Network,Federal Officers in Portland May Have Permanent Eye Damage After Protesters…,['2020/07/25'],872 comments,https://www.breitbart.com/politics/2020/07/25/federal-officers-in-portland-may-have-permanent-eye-damage-after-protesters-shine-lasers-in-their-faces/,✦ Björn Free ✦,PRESIDENT DONALD TRUMP..............~America NEEDS your 'EXECUTIVE PEN' {& your FONE} here!.....your voters fear simply answering pollsters.......... and/or wearing a damned MAGA hat for gawd's sake!!!.Stop this lawless intimidation of your supporters!!!,,13,?
105,Breitbart News Network,California Churches Defy Gavin Newsom’s Lockdown Order: Christ Is Head of the C…,['2020/07/25'],1143 comments,https://www.breitbart.com/politics/2020/07/25/california-churches-defy-gov-newsoms-lockdown-order-christ-head-church/,✦ Björn Free ✦,I love expository based on sound hermeneutics..Onward Christian soldiers.To GOD be the Glory!,,20,?
106,Breitbart News Network,FNC’s Carlson: ‘The Mobs Will Not Stop with Christopher Columbus’ — How…,['2020/07/24'],1792 comments,https://www.breitbart.com/clips/2020/07/24/fncs-carlson-the-mobs-will-not-stop-with-christopher-columbus-how-long-before-they-tear-down-buildings-homes-human-beings/,✦ Björn Free ✦,TWO STEPS FORWARD.........where the heck is OUR side?,,20,?
107,Breitbart News Network,Cuomo: Nursing Home Policy Criticism Is ‘All Politics’,['2020/07/24'],2206 comments,https://www.breitbart.com/clips/2020/07/24/cuomo-nursing-home-policy-criticism-is-all-politics/,✦ Björn Free ✦,YOU SLIME BALL!...tell that to the thousands of families who lost their beloved family member.......because of YOUR malfeasance.,,21,?
108,Breitbart News Network,ACLU Sues to Get Illegal Aliens Counted in Congressional Apportionment,['2020/07/24'],2207 comments,https://www.breitbart.com/politics/2020/07/24/aclu-sues-illegal-aliens-counted-congressional-apportionment/,✦ Björn Free ✦,.....ILLEGAL is non-existent in the ACLU's vocabulary.,,10,?
109,Breitbart News Network,Ilhan Omar: ‘Offensive’ Yoho ‘Used His Wife and Daughters’ in His Apology,['2020/07/24'],1864 comments,https://www.breitbart.com/clips/2020/07/24/ilhan-omar-offensive-yoho-used-his-wife-and-daughters-in-his-apology/,✦ Björn Free ✦,.....says the paragon of virtue who married her own brother.........just to evade and vex the American immigration law.,,19,?
110,Breitbart News Network,Covington Teen Nicholas Sandmann Settles $250M Defamation Lawsuit with…,['2020/07/24'],990 comments,https://www.breitbart.com/politics/2020/07/24/covington-teen-sandmann-settles-lawsuit-washington-post/,✦ Björn Free ✦,.............the LAST LAUGH!!!!,,13,?
111,Breitbart News Network,Catholic Hospital Hit with Transgender Discrimination Lawsuit,['2020/07/24'],470 comments,https://www.breitbart.com/politics/2020/07/24/catholic-hospital-hit-transgender-discrimination-lawsuit/,✦ Björn Free ✦," It SHOULD be a simple .....SCIENTIFIC XY sex gene (chromosome) determination system!_____________________________________edit: Ya either have a Y-chromosome - or, ya don't.",,22,?
112,Breitbart News Network,"Trump: No ‘Big, Crowded’ Republican National Convention in Jacksonville This…",['2020/07/23'],4253 comments,https://www.breitbart.com/politics/2020/07/23/trump-no-big-crowded-republican-national-convention-this-year/,✦ Björn Free ✦,LOL!,hey gee,17,1
113,The Gateway Pundit,"‘He Called Me a F*cking Bitch’ – AOC Drops F-Bombs During Tirade on House Floor, A…",['2020/07'],889 comments,https://www.thegatewaypundit.com/2020/07/called-fcking-bitch-aoc-drops-f-bombs-tirade-house-floor-accuses-gop-lawmaker-accosting-video/,✦ Björn Free ✦,".....ah, at least you weren't called a Nazi, you B!#CH.",LibertyForAll,19,?
114,The Gateway Pundit,"‘He Called Me a F*cking Bitch’ – AOC Drops F-Bombs During Tirade on House Floor, A…",['2020/07'],889 comments,https://www.thegatewaypundit.com/2020/07/called-fcking-bitch-aoc-drops-f-bombs-tirade-house-floor-accuses-gop-lawmaker-accosting-video/,✦ Björn Free ✦,EXACTLY! ....if it walks like a duck....,LibertyForAll,19,?
115,Breitbart News Network,Indiana Sheriff’s Office Will Not Enforce Governor’s Mask Order: We Will Enforce t…,['2020/07/23'],111 comments,https://www.breitbart.com/politics/2020/07/23/indiana-sheriffs-office-will-not-enforce-governors-mask-order-we-will-enforce-the-law-as-guided-by-the-constitution/,✦ Björn Free ✦,~Halleluiahs!.These masks play right into the DNC/MSM code of FEAR!,,16,?
116,Breitbart News Network,"Durham, NC’s ‘Racial Equity Task Force’ Urges Creation of Reparations Fund",['2020/07/23'],251 comments,https://www.breitbart.com/politics/2020/07/23/durham-ncs-racial-equity-task-force-urges-creation-of-reparations-fund/,✦ Björn Free ✦,"The LEFT: Ten Steps Forward.The GOP: ""Well Okay, as long as you like me!""",,15,?
117,Breitbart News Network,"‘Divisive, Short-Fingered Vulgarian’: Never Trumpers Comprise Tennessee’s Manny…",['2020/07/22'],414 comments,https://www.breitbart.com/politics/2020/07/22/divisive-short-fingered-vulgarian-never-trumpers-comprise-tennessees-manny-sethi-entire-senior-campaign-staff/,✦ Björn Free ✦,"....sorry bud, I am an Evangelical with a profound LOVE of Israel and Jews! My Messiah was a Jewish Carpenter..Go peddle your anti-Semitic hatred some place else.",benitoX,16,?
118,Breitbart News Network,Merkley: Trump Has Now Brought ‘Secret Police’ Authoritarian Tactics to the Stree…,['2020/07/22'],39 comments,https://www.breitbart.com/clips/2020/07/22/merkley-trump-has-now-brought-secret-police-authoritarian-tactics-to-the-streets-of-our-country/,✦ Björn Free ✦,OMG!!! The anarchists have been torching American cities for 40-plus days........and some semblance to return to law & order is rebuffed as 'authoritarian tactic'?.good gawd!,,29,?
