,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag ???,Responding to,Upvotes,Downvotes
79,The Daily Wire,Right-Wing Protester Killed In Portland After Democrat Mayor Refused Federal H…,[],1411 comments,https://www.dailywire.com/news/right-wing-protester-killed-in-portland-after-democrat-mayor-refused-federal-help-antifa-celebrates,NDPACKER,I keep saying our country will never be safe until we kill EVERY LAST antifa member.,1,,ApresNousLaFaillite,5,?
80,The Daily Wire,"Protesters Occupy Ted Wheeler’s Condo Building, Demand He Resign And Abolish…",[],404 comments,https://www.dailywire.com/news/protesters-occupy-ted-wheelers-condo-building-demand-he-resign-and-abolish-police,NDPACKER,Isn't that guy flipping the bird in the photo wearing girls shoes?,0,,Schnefferpepper,25,?
81,Twitchy,‘Plot twist’! Activists reward Portland Mayor Wheeler’s support by occupying h…,['2020/08/29'],166 comments,https://twitchy.com/dougp-3137/2020/08/29/plot-twist-activists-reward-portland-mayor-wheelers-support-by-occupying-his-apartment-building-and-demanding-his-resignation/,NDPACKER,Someone should burn that building down with the soy boy mayor and the violent rioters inside.,1,,,1,?
82,Twitchy,"SCIENCE! Joe Biden condemns COVID-19 ‘super spreader’ event in DC (no, NOT to…",['2020/08/28'],128 comments,https://twitchy.com/dougp-3137/2020/08/28/science-joe-biden-condemns-covid-19-super-spreader-event-in-dc-no-not-todays-jam-packed-march-on-washington/,NDPACKER,Biden is such a liar and very terrible person.,2,,mrdaveno1,2,?
83,Twitchy,"SCIENCE! Joe Biden condemns COVID-19 ‘super spreader’ event in DC (no, NOT to…",['2020/08/28'],128 comments,https://twitchy.com/dougp-3137/2020/08/28/science-joe-biden-condemns-covid-19-super-spreader-event-in-dc-no-not-todays-jam-packed-march-on-washington/,NDPACKER,You were thinking of STDs.,0,,BossBass7o7,2,?
84,Twitchy,‘Pure ignorance on display’: What the angry mob was screaming at Rand Paul…,['2020/08/28'],60 comments,https://twitchy.com/sarahd-313035/2020/08/28/pure-ignorance-on-display-what-the-angry-mob-was-screaming-at-rand-paul-proves-its-not-about-justice-and-hasnt-been-for-weeks/,NDPACKER,Kill every monkey in America.,1,,,0,0
85,Twitchy,‘These are NOT protesters’: Dan Bongino DROPS ‘one of the ugliest media hoaxes…,['2020/08/28'],119 comments,https://twitchy.com/dougp-3137/2020/08/28/these-are-not-protesters-dan-bongino-drops-one-of-the-ugliest-media-hoaxes-of-our-time-by-describing-experience-of-leaving-the-wh-with-his-wife-last-night-video/,NDPACKER,Really?  What have you ever accomplished in your miserable life comrade?,2,,wrestlefan01,4,?
86,Twitchy,‘These are NOT protesters’: Dan Bongino DROPS ‘one of the ugliest media hoaxes…,['2020/08/28'],119 comments,https://twitchy.com/dougp-3137/2020/08/28/these-are-not-protesters-dan-bongino-drops-one-of-the-ugliest-media-hoaxes-of-our-time-by-describing-experience-of-leaving-the-wh-with-his-wife-last-night-video/,NDPACKER,"We need to kill EVERY member of EVERY violent mob, and the main stream media and democrats that enable their violence to continue.",1,,wrestlefan01,12,?
87,Twitchy,PAINFUL –> Amy Klobuchar’s dig at Trump about ‘getting off our lawn’ completely f…,['2020/08/28'],39 comments,https://twitchy.com/samj-3930/2020/08/28/painful-amy-klobuchars-dig-at-trump-about-getting-off-our-lawn-completely-flops-much-like-her-bid-for-the-presidency/,NDPACKER,Amy's claim to fame is helping turn her entire state into a third-world sh*thole.,2,,Pierre Danger,2,?
88,The Daily Wire,Dems Fear ‘Swing State Damage’ In Wisconsin As Support For BLM Craters O…,[],214 comments,https://www.dailywire.com/news/dems-fear-swing-state-damage-in-wisconsin-as-support-for-blm-craters-over-kenosha-riots,NDPACKER,"If you live in a democrat run city, county, state and you want the violent rioting to end then vote EVERY democrat out of office.",0,?,murray_hewitt,8,?
89,The Daily Wire,"Biden On Riots: This Is ‘Trump’s America,’ ‘He’s Rooting For More Violence’",[],488 comments,https://www.dailywire.com/news/biden-on-riots-this-is-trumps-america-hes-rooting-for-more-violence,NDPACKER,"ALL democrats lie ALL the time.  ALL members of the main stream media lie ALL the time.  Do you see the pattern?  Do you understand they do these things to destroy the United States of America?Want to help?1.  Cancel every cable or dish or other paid TV plan, every newspaper subscription, and every magazine subscription you have.  They can no longer lie to you if we ALL do this simple thing.2.  Encourage ALL of your family and friends to VOTE REPUBLICAN and save our country.God bless all of you.",2,,Pocket Sand!,7,?
90,The Daily Wire,‘An Exercise In Skullduggery’: Pelosi Argues That Biden Shouldn’t ‘Dignify’ De…,[],575 comments,https://www.dailywire.com/news/an-exercise-in-skullduggery-pelosi-argues-that-biden-shouldnt-dignify-debate-with-trump,NDPACKER,I'm guessing it is because President Trump handed hillary her azz at the last debates.,2,,,0,0
91,Twitchy,‘This will be a fun memory hole’! @redsteeze takes Brian Stelter on a littl…,['2020/08/27'],23 comments,https://twitchy.com/sarahd-313035/2020/08/27/this-will-be-a-fun-memory-hole-redsteeze-takes-brian-stelter-on-a-little-journey-after-nancy-pelosi-says-joe-biden-shouldnt-debate-screenshots/,NDPACKER,"Brian Stelter:  Still fat.  Still bald.  Still stupid.  Still a sniveling, lying, liberal communist propagandist loser.MAGA!",2,,chicagofred,2,?
92,Twitchy,‘Alert the protesters & rioters’! Andrea Mitchell’s take on photo of Mike Pence fi…,['2020/08/27'],89 comments,https://twitchy.com/dougp-3137/2020/08/27/alert-the-protesters-rioters-andrea-mitchells-take-on-photo-of-mike-pence-fist-bumping-a-disabled-veteran-earns-some-eye-rolls/,NDPACKER,All men in the world have been distancing themselves from the hag known as andrea mitchell decades before it became popular.,2,,,3,?
93,Twitchy,"‘Oh, that choked me up!’: Large convoy of first responders spotted headed to Louis…",['2020/08/27'],80 comments,https://twitchy.com/gregp-3534/2020/08/27/oh-that-choked-me-up-large-convoy-of-first-responders-spotted-headed-to-louisiana-from-texas/,NDPACKER,This story wins the internet for today.,0,,John Douglas,7,?
94,Twitchy,"WATCH: Towhnall’s Julio Rosas filmed victim Joseph Rosenbaum shouting, ‘sh…",['2020/08/27'],333 comments,https://twitchy.com/gregp-3534/2020/08/27/watch-towhnalls-julio-rosas-filmed-victim-joseph-rosenbaum-shouting-shoot-me-na-at-kyle-rittenhouse-prior-to-the-shooting-a/,NDPACKER,Kill.  Them.  All.,1,,HockeyShark,10,?
95,Twitchy,"WATCH: Towhnall’s Julio Rosas filmed victim Joseph Rosenbaum shouting, ‘sh…",['2020/08/27'],333 comments,https://twitchy.com/gregp-3534/2020/08/27/watch-towhnalls-julio-rosas-filmed-victim-joseph-rosenbaum-shouting-shoot-me-na-at-kyle-rittenhouse-prior-to-the-shooting-a/,NDPACKER,"The democrat governor sent the national guard to kenosha to protect ""the protesters"".  Whiskey Tango Foxrot?",0,,SMODDITY-SMOD-SMOD,7,?
96,Twitchy,"WATCH: Towhnall’s Julio Rosas filmed victim Joseph Rosenbaum shouting, ‘sh…",['2020/08/27'],333 comments,https://twitchy.com/gregp-3534/2020/08/27/watch-towhnalls-julio-rosas-filmed-victim-joseph-rosenbaum-shouting-shoot-me-na-at-kyle-rittenhouse-prior-to-the-shooting-a/,NDPACKER,"""Shoot me n*gga"" .  Okay.",0,???,Charlie Neely,16,?
97,The Daily Wire,"Clippers, Lakers Vote To Boycott Rest Of NBA Season Over Blake Shooting",[],807 comments,https://www.dailywire.com/news/clippers-lakers-vote-to-boycott-rest-of-nba-season-over-blake-shooting,NDPACKER,Just monkeys being monkeys.  Ignore them.,2,,Hallen,2,?
98,The Daily Wire,WATCH: CNN Claims Kenosha Protests Are ‘Fiery But Mostly Peaceful’ As City Burns…,[],518 comments,https://www.dailywire.com/news/watch-cnn-claims-kenosha-protests-are-fiery-but-mostly-peaceful-as-city-burns-behind-reporter,NDPACKER,We need to kill all members of the main stream media if we stand any chance of surviving this madness.,1,,John Malin,0,0
99,Twitchy,"Classy: Lincoln Project senior advisor makes a funny about Kayleigh McEnany,…",['2020/08/26'],170 comments,https://twitchy.com/brettt-3136/2020/08/26/classy-lincoln-project-senior-advisor-makes-a-funny-about-kayleigh-mcenany-her-mastectomy-and-jesus/,NDPACKER,Would someone please kill Windsor Mann?  Please?,1,,hrhdhd,1,?
100,Twitchy,Looting breaks out in Minneapolis after black homicide suspect shoots himself a…,['2020/08/26'],161 comments,https://twitchy.com/brettt-3136/2020/08/26/looting-breaks-out-in-minneapolis-after-black-homicide-suspect-shoots-himself-as-police-approach/,NDPACKER,Kill.  Them.  All.,,,SMODDITY-SMOD-SMOD,1,1
101,Twitchy,SERIOUSLY? Rachel Maddow calls in mayor of Seattle to debunk Gov. Kristi Noem’s c…,['2020/08/26'],184 comments,https://twitchy.com/dougp-3137/2020/08/26/seriously-rachel-maddow-calls-in-mayor-of-seattle-to-debunk-gov-kristi-noems-claim-that-dem-run-cities-have-been-overrun-by-lawlessness/,NDPACKER,All democrats lie all the time.  All members of the main stream media lie all the time.  See the pattern here.,,,,0,0
102,Twitchy,SERIOUSLY? Rachel Maddow calls in mayor of Seattle to debunk Gov. Kristi Noem’s c…,['2020/08/26'],184 comments,https://twitchy.com/dougp-3137/2020/08/26/seriously-rachel-maddow-calls-in-mayor-of-seattle-to-debunk-gov-kristi-noems-claim-that-dem-run-cities-have-been-overrun-by-lawlessness/,NDPACKER,Her wife must not be keeping her happy.,,,bubba the dog,0,0
103,The Daily Wire,"BREAKING: Teen Suspected In Kenosha Shooting Taken Into Custody In Illinois,…",[],1103 comments,https://www.dailywire.com/news/breaking-teen-suspected-in-kenosha-shooting-taken-into-custody-in-illinois-charged-with-first-degree-murder,NDPACKER,So it begins.  A person defends himself from violent thugs and he is charged with murder.  Lock and load people.  This is going to get bad real quick.,,,chris,2,?
104,Twitchy,"17-year-old Kyle Rittenhouse apprehended, will be charged with murd…",['2020/08/26'],394 comments,https://twitchy.com/gregp-3534/2020/08/26/17-year-old-kyle-rittenhouse-apprehended-will-be-charged-with-murder-over-kenosha-shooting/,NDPACKER,He is going to be charged for defending himself against violent rioters?,,,Tucker Karlsson,1,?
105,Twitchy,"17-year-old Kyle Rittenhouse apprehended, will be charged with murd…",['2020/08/26'],394 comments,https://twitchy.com/gregp-3534/2020/08/26/17-year-old-kyle-rittenhouse-apprehended-will-be-charged-with-murder-over-kenosha-shooting/,NDPACKER,THANK GOD for Kyle Rittenhouse!,,,darwin,6,?
106,Twitchy,"Joe Lockhart, analyst for cable net that settled defamation lawsuit from Nick Sa…",['2020/08/25'],167 comments,https://twitchy.com/dougp-3137/2020/08/25/joe-lockhart-analyst-for-cable-net-that-settled-defamation-lawsuit-from-nick-sandmann-didnt-watch-that-snot-nose-entitled-kid-from-kentucky-speak-at-the-republican-convention/,NDPACKER,"That ""snot-nosed kid"" should sue cnn again.",,,,1,?
107,Twitchy,‘Like laugh-out-loud funny biased’: Ben Shapiro looks at the New York Times’ ru…,['2020/08/25'],76 comments,https://twitchy.com/brettt-3136/2020/08/25/like-laugh-out-loud-funny-biased-ben-shapiro-looks-at-the-new-york-times-rundown-of-speakers-at-day-2-of-the-rnc/,NDPACKER,What is this new york times of which you speak?,,,,2,?
108,Twitchy,Numbers don’t LIE! RNC pulled in 6X the number of CSPAN viewers than the DNC…,['2020/08/25'],117 comments,https://twitchy.com/samj-3930/2020/08/25/numbers-dont-lie-rnc-pulled-in-6x-the-number-of-cspan-viewers-than-the-dnc-and-thats-just-the-beginning/,NDPACKER,It started with that witch calling us deplorables and will end with a second term for President Donald Trump.,,,Sabrina Gray,4,?
109,Twitchy,Seth MacFarlane — who cruelly mocked McCain and Romney — beseeches ‘honor…,['2020/08/25'],128 comments,https://twitchy.com/sarahd-313035/2020/08/25/seth-macfarlane-who-cruelly-mocked-mccain-and-romney-beseeches-honorable-conservatives-to-vote-democrat-until-the-gop-finds-itself-again/,NDPACKER,"Go home seth.  Your husband wants you to ""service"" him.",,,Dr Caligari,4,1
110,Twitchy,‘Left HATES minorities who think for themselves’: Richard Grenell DROPS Chr…,['2020/08/25'],50 comments,https://twitchy.com/samj-3930/2020/08/25/left-hates-minorities-who-think-for-themselves-richard-grenell-drops-chris-cuomo-for-flat-out-smearing-sen-tim-scott/,NDPACKER,Get in the boat Fredo.,,,keyboard jockey,1,?
111,The Daily Wire,WATCH: Former GOP Senator Flake Endorses Biden. MacCallum Grills Him.,[],215 comments,https://www.dailywire.com/news/watch-former-gop-senator-flake-endorses-biden-maccallum-grills-him,NDPACKER,Jeff Flake could die today and no one would miss him.,,,TheLastColony,26,?
112,Twitchy,"Here’s that burned-out car lot in Kenosha, along with some Black Lives Matter prot…",['2020/08/24'],100 comments,https://twitchy.com/brettt-3136/2020/08/24/heres-that-burned-out-car-lot-in-kenosha-along-with-some-black-lives-matter-protesters-dancing-on-the-remains/,NDPACKER,Monkeys being monkeys.,,,ishamine,1,?
113,Twitchy,‘Just got really dusty in here’: Businessman whose family fled Cuba ‘ga…,['2020/08/24'],156 comments,https://twitchy.com/brettt-3136/2020/08/24/just-got-really-dusty-in-here-businessman-whose-family-fled-cuba-gave-the-best-speech-of-the-night/,NDPACKER,Thank God for Maximo Alvarez!,,,Enzo D Baker,2,?
114,Twitchy,MSNBC FAIL: Trump campaign NUKES Rachel Maddow’s smug coronavirus trea…,['2020/08/25'],120 comments,https://twitchy.com/dougp-3137/2020/08/25/msnbc-fail-trump-campaign-nukes-rachel-maddows-smug-coronavirus-treatment-fact-check-and-uses-video-of-dr-fauci-to-do-it/,NDPACKER,No.  One would need a brain to do that.  All members of the main stream media lie all the time.  Ignore EVERYTHING they say.,,,jane tanner,1,?
115,Twitchy,VIDEOS: Protesters in Kenosha torched ‘much of the Black business district’ in r…,['2020/08/25'],134 comments,https://twitchy.com/gregp-3534/2020/08/25/videos-protesters-in-kenosha-torched-much-of-the-black-business-district-in-response-to-the-police-shooting-of-jacob-blake/,NDPACKER,HAHAHAHAHAHAHAHAHAHAHAHAHAHA!  Monkeys burning down another third-world sh*thole monkey town.,,,,5,?
116,The Daily Wire,"WISCONSIN BURNS: Violent Riots Hit Democrat-Controlled Cities, National Gu…",[],442 comments,https://www.dailywire.com/news/wisconsin-burns-violent-riots-hit-democrat-controlled-cities-national-guard-deployed,NDPACKER,"democrat mayor, democrat governor is all you need to turn ANY city into a third-world sh*thole.",,,Kyle Rasmusson,11,?
117,Twitchy,CNN’s Brian Stelter trips over Joe Biden while asking if Trump prearranged ‘softb…,['2020/08/24'],31 comments,https://twitchy.com/dougp-3137/2020/08/24/cnns-brian-stelter-trips-over-joe-biden-while-asking-if-trump-prearranged-softball-questions-from-media-sources-he-prefers/,NDPACKER,"Brian Stelter:  Still bald.  Still fat.  Still stupid.  Still a whiny, sniveling, lying liberal communist propagandist loser.",,,Joe Hello,2,?
118,The Daily Wire,Widespread Looting Breaks Out In Kenosha As Black Lives Matter Riots Devastate City,[],878 comments,https://www.dailywire.com/news/widespread-looting-breaks-out-in-kenosha-as-black-lives-matter-riots-devastate-city,NDPACKER,Kill.  Them . All.,,,,1,?
119,Twitchy,Once you see it: James Woods and Dean Cain spot a message in the DNC logo,['2020/08/24'],116 comments,https://twitchy.com/gregp-3534/2020/08/24/once-you-see-it-james-woods-and-dean-cain-spot-a-message-in-the-dnc-logo/,NDPACKER,What else could it mean?,,,Antisocial Antisocialist,0,0
120,Twitchy,"PHOTOS, VIDEO: State of emergency declared after riot breaks out over the s…",['2020/08/24'],362 comments,https://twitchy.com/gregp-3534/2020/08/24/photos-video-state-of-emergency-declared-after-riot-breaks-out-over-the-shooting-of-jacob-blake-in-kenosha/,NDPACKER,Kill.  Them.  All.,,,,1,?
121,Twitchy,RECEIPTS! Trump fact-DROPS media and unhinged Lefties claiming Dems DIDN’T r…,['2020/08/23'],210 comments,https://twitchy.com/samj-3930/2020/08/23/receipts-trump-fact-drops-media-and-unhinged-lefties-claiming-dems-didnt-remove-under-god-from-pledge-of-allegiance-watch/,NDPACKER,ALL democrats lie ALL the time.  ALL members of the main stream media lie ALL the time.  Do you see the pattern here?MAGA!,,,,5,?
