,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag???,Responding to,Upvotes,Downvotes
361,Breitbart News Network,"Jayapal: Biden ‘Is Movable,’ and ‘I Will Be Pushing Him’",['2020/08/10'],830 comments,https://www.breitbart.com/clips/2020/08/10/jayapal-biden-is-movable-and-i-will-be-pushing-him/,Reese Witheredpoon,It has to be incredibly difficult going through life being as mind-blowingly ugly as Jayapal.,,,,2,?
362,Breitbart News Network,Police: Pennsylvania Man Admits to Killing Two Mothers of His Children,['2020/08/10'],667 comments,https://www.breitbart.com/crime/2020/08/10/police-pennsylvania-man-admits-fatally-shot-two-mothers/,Reese Witheredpoon,"When crime rates get bigger, you know it's the...",,,,1,?
363,Breitbart News Network,Report: Seattle Police Chief Announces Retirement in Wake of Cuts,['2020/08/10'],1504 comments,https://www.breitbart.com/clips/2020/08/10/report-seattle-police-chief-to-retire-in-wake-of-cuts/,Reese Witheredpoon,Only men should be allowed to lead. Women are disasters in this area.,,,MartinaM.,1,2
364,Breitbart News Network,Vice: Indians Bring Caste Discrimination into ‘Every U.S. Company’,['2020/08/10'],1400 comments,https://www.breitbart.com/economy/2020/08/10/vice-indias-caste-discrimination-now-in-every-u-s-company/,Reese Witheredpoon,Indian employees also frequently smell bad.,,,,0,0
365,Breitbart News Network,Statement from U.S. Secret Service on Officer Involved Shooting Outside White…,['2020/08/10'],1053 comments,https://www.breitbart.com/politics/2020/08/10/statement-from-u-s-secret-service-on-officer-involved-shooting-outside-white-house/,Reese Witheredpoon,51. He probably still lived with his mom.,,,,1,?
366,Breitbart News Network,Stockton U. Student Faces Suspension for Zoom Background of President Trump,['2020/08/09'],1113 comments,https://www.breitbart.com/tech/2020/08/09/stockton-u-student-faces-suspension-for-zoom-background-of-president-trump/,Reese Witheredpoon,"They mention the university's Atlantic City neighbor, so it's Liberal toilet New Jersey.",,,Bobby Guest,0,0
367,The Daily Wire,Lance Armstrong Bike Shop Cuts Off Police Following Black Lives Matter Protest,[],473 comments,https://www.dailywire.com/news/lance-armstrong-bike-shop-cuts-off-police-following-black-lives-matter-protest,Reese Witheredpoon,Losers.,,,,0,0
368,The Gateway Pundit,Violent Antifa Leader Jason Charter Whines at Press Conference After His Fed…,['2020/08'],501 comments,https://www.thegatewaypundit.com/2020/08/violent-antifa-leader-jason-charter-whines-press-conference-federal-arrest-attempted-topping-andrew-jackson-statue/,Reese Witheredpoon,He knows his butt hole is doomed.,,,,3,?
369,Breitbart News Network,Harry Reid on Trump’s Mental State: ‘There’s Something Wrong’ — He’s ‘Getti…,['2020/08/07'],2640 comments,https://www.breitbart.com/clips/2020/08/07/harry-reid-on-trumps-mental-state-theres-something-wrong-hes-getting-worse/,Reese Witheredpoon,"Just die already, old man.",,,,0,0
370,Breitbart News Network,Zoë Kravitz Slams Hulu for Lack of ‘Shows Starring Women of Color’ After Cancellat…,['2020/08/08'],1485 comments,https://www.breitbart.com/entertainment/2020/08/08/zoe-kravitz-slams-hulu-for-lack-of-shows-starring-women-of-color-after-cancellation-of-high-fidelity/,Reese Witheredpoon,It must be hard having to admit to yourself that your show is just crap.,,,,2,?
